"_time",host,Image,TargetFilename,EventCode
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\aapocclcgogkmnckokdopfmhonfmgoek\0.9_0\main.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\aapocclcgogkmnckokdopfmhonfmgoek\0.9_0\icon_16.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\ProgramData\Microsoft\Windows\WER\ReportQueue\NonCritical_0_28f4e16149fa7fd7a16a4ec2db742327ef0383d_cab_041043eb\client_manifest.txt.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\sysmon\Stream\Splunk_TA_stream\ui\images\ajax-loader.gif.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\sysmon\Stream\Splunk_TA_stream\ui\css\images\ui-bg_highlight-soft_75_cccccc_1x100.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\sysmon\Stream\Splunk_TA_stream\ui\css\images\ui-bg_glass_95_fef1ec_1x400.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\sysmon\Stream\Splunk_TA_stream\ui\css\images\ui-bg_glass_75_e6e6e6_1x400.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\sysmon\Stream\Splunk_TA_stream\ui\css\images\ui-bg_glass_75_dadada_1x400.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\sysmon\Stream\Splunk_TA_stream\ui\css\images\ui-bg_glass_65_ffffff_1x400.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\sysmon\Stream\Splunk_TA_stream\ui\css\images\ui-bg_glass_55_fbf9ee_1x400.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\sysmon\Stream\Splunk_TA_stream\ui\css\images\ui-bg_flat_75_ffffff_40x100.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\sysmon\Stream\Splunk_TA_stream\ui\css\images\ui-bg_flat_0_aaaaaa_40x100.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\sysmon\Stream\Splunk_TA_stream\lookups\stream_app_lookup.csv.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\sysmon\Stream\Splunk_TA_stream\README.txt.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\Downloads\add-on-for-microsoft-sysmon_600\add-on-for-microsoft-sysmon_600.tar.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\Downloads\Sysmon.zip.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\Downloads\add-on-for-microsoft-sysmon_600.tgz.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Microsoft\Windows Mail\Stationery\Wrinkled_Paper.gif.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Microsoft\Windows Mail\Stationery\Tiki.gif.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Microsoft\Windows Mail\Stationery\Stucco.gif.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Microsoft\Windows Mail\Stationery\Connectivity.gif.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Microsoft\Windows Mail\Stationery\Cave_Drawings.gif.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Microsoft\Windows\Explorer\thumbcache_idx.db.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Microsoft\Windows\Explorer\thumbcache_96.db.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Microsoft\Windows\Explorer\thumbcache_32.db.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Microsoft\Windows\Explorer\thumbcache_256.db.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000003.db.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Microsoft\Windows\Caches\{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x0000000000000002.db.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Microsoft\Windows\Caches\cversions.1.db.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Microsoft\Internet Explorer\brndlog.bak.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\pkedcjkdefgpdelpbcmbmeomcjbeemfm\5817.313.0.5_0\cloud_route_details\view.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\pkedcjkdefgpdelpbcmbmeomcjbeemfm\5817.313.0.5_0\cast_setup\chromecast_logo_grey.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\pkedcjkdefgpdelpbcmbmeomcjbeemfm\5817.313.0.5_0\cast_setup\cast_app.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\pkedcjkdefgpdelpbcmbmeomcjbeemfm\5817.313.0.5_0\mirroring_webrtc.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\pkedcjkdefgpdelpbcmbmeomcjbeemfm\5817.313.0.5_0\mirroring_hangouts.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\pkedcjkdefgpdelpbcmbmeomcjbeemfm\5817.313.0.5_0\mirroring_common.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\pkedcjkdefgpdelpbcmbmeomcjbeemfm\5817.313.0.5_0\mirroring_cast_streaming.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\pkedcjkdefgpdelpbcmbmeomcjbeemfm\5817.313.0.5_0\feedback_script.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\pkedcjkdefgpdelpbcmbmeomcjbeemfm\5817.313.0.5_0\common.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\pkedcjkdefgpdelpbcmbmeomcjbeemfm\5817.313.0.5_0\cast_sender.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\pkedcjkdefgpdelpbcmbmeomcjbeemfm\5817.313.0.5_0\cast_route_details.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\pkedcjkdefgpdelpbcmbmeomcjbeemfm\5817.313.0.5_0\cast_game_sender.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\pkedcjkdefgpdelpbcmbmeomcjbeemfm\5817.313.0.5_0\background_script.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\pkedcjkdefgpdelpbcmbmeomcjbeemfm\5817.313.0.5_0\angular.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\pjkljhegncpnkpknbcohdijeoejaedia\8.1_0\128.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\nmmhkkegccagdldgiimedpiccmgmieda\1.0.0.2_0\images\icon_128.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\nmmhkkegccagdldgiimedpiccmgmieda\1.0.0.2_0\images\flapper.gif.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\nmmhkkegccagdldgiimedpiccmgmieda\1.0.0.2_0\craw_window.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\nmmhkkegccagdldgiimedpiccmgmieda\1.0.0.2_0\craw_background.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\ghbmnnjooekpmoecnnnilnnbdlolhkhi\1.4_1\eventpage_bin_prod.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\ghbmnnjooekpmoecnnnilnnbdlolhkhi\1.4_1\contentscript_bin_prod.js.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\ghbmnnjooekpmoecnnnilnnbdlolhkhi\1.4_1\128.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\felcaaldnbdncclmgdcncolpebgiejap\1.1_0\icon_128.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\blpcfgokakmgnkcojhhkbfbldkacnbeo\4.2.8_0\128.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\apdfllckaahabafndbhieahigkjlhalf\14.1_0\128.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\aohghmighlieiainnegkcijnfilokake\0.9_0\icon_128.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\Extensions\aapocclcgogkmnckokdopfmhonfmgoek\0.9_0\icon_128.png.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\databases\Databases.db.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\Google\Chrome\User Data\Default\previews_opt_out.db.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\Users\bob\AppData\Local\IconCache.db.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\ProgramData\Microsoft\Windows NT\MSFax\VirtualInbox\en-US\WelcomeFax.tif.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\ProgramData\Microsoft\Windows\Caches\{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000001.db.WNCRYT",2
"2017-05-22T00:00:00.000+0000","bob-PC","C:\ProgramData\wnlvipnvf933\tasksche.exe","C:\ProgramData\Microsoft\Windows\Caches\{9B1553D2-7743-4D03-B854-0005276C2B72}.2.ver0x0000000000000001.db.WNCRYT",2
